date,aex,ftse100,aus,asx200,atxvienna,cac40,dax,kospi,snp500,snptsx,sse,smiswiss,klse,jkse,stoxx50,bel20,ipc,ibovespa,sti,merval,telaviv100,twitaiwan
29-08-1997,868.290039,4817.5,2593,2526.800049,1365.02002,2921.199951,3919.800049,688.780029,927.580017,6611.799805,1221.06,5271.5,795.72998,485.968994,2407.58,2435.5,4648.399902,10109,1805.599976,826.830017,287.519989,9211.669922
01-09-1997,881.919986,4870.200195,2590.800049,2525.300049,1379.540039,2918,4001.800049,688.630005,927.859985,6673.299805,1229.87,5447.5,750.76001,479.014008,2439.92,2439.5,4780.200195,11063,1786.400024,834.179993,280.049988,9460.759766
02-09-1997,925.210036,4952.200195,2581.899902,2515.699951,1378.060059,2927,4127.299805,687.98999,930.869995,6704.200195,1226.3,5478.600098,731.119995,512.388,2514.53,2435.399902,4888.799805,11119,1796.199951,831.820007,285.059998,9147.849609
03-09-1997,928.610007,4976.899902,2619,2553.199951,1394.02002,2924.5,4062.100098,700.919983,929.049988,6722.100098,1240.82,5478.100098,821.590027,533.869995,2537.65,2436.899902,4891.5,11431,1820.199951,831.969971,289.230011,9290.389648
04-09-1997,916.270013,4991.299805,2608.5,2542.899902,1401.890015,2940.899902,4093.399902,697.97998,931.200012,6743.200195,1251.3,5532.899902,879.710022,594.112976,2521.34,2429.300049,4927.399902,11838,1826.599976,832.159973,287.089996,9149.290039
05-09-1997,916.510034,4994.200195,2626,2561.199951,1391.400024,2919.699951,4073.699951,688.969971,933.619995,6764.100098,1251.55,5505.299805,888.75,600.310974,2533.35,2405.399902,4933.399902,11685,1884.099976,831.590027,287.089996,9079.360352
08-09-1997,905.200065,4985.200195,2656.199951,2590.399902,1394.060059,2874.600098,4131.299805,691.619995,919.030029,6799.5,1255.23,5445.100098,863.080017,598.004028,2528.14,2363.800049,4938,11735,1891.900024,808.26001,286.549988,9145.179688
09-09-1997,895.170029,4950.5,2674.5,2609.899902,1371.109985,2843.600098,4104.600098,695.369995,912.590027,6769.5,1231.03,5356.700195,834.169983,575.015991,2512.4,2313.699951,4822.100098,11361,1919.900024,796.849976,292.410004,9115.099609
10-09-1997,877.559998,4905.200195,2666.5,2600.800049,1337.189941,2834.100098,4028,699.330017,923.909973,6741.899902,1256.04,5280.799805,852.080017,556.135986,2478.75,2315.5,4720.600098,11094,1944.599976,815.869995,291.040009,9155.240234
11-09-1997,856.019987,4854.799805,2665.800049,2602,1343.859985,2898.600098,3890.199951,701.390015,919.77002,6766.100098,1242.71,5281.899902,844.059998,546.637024,2434.49,2341.5,4848.5,11292,1927.699951,800.900024,288.429993,8932.019531
12-09-1997,864.730009,4848.200195,2640,2575.899902,1334.569946,2940.600098,3796.600098,689.159973,945.640015,6787.899902,1208.7,5321.700195,827.080017,550.760986,2409.42,2375.399902,4833.100098,10865,1936,820.619995,288.429993,9087.549805
15-09-1997,869.50003,4902.899902,2662.899902,2599.5,1349.300049,2944,3869.5,668.450012,943,6865.299805,1179.29,5417.799805,811.119995,534.828979,2430.24,2379.800049,5009.600098,11204,1932.099976,821.580017,287.480011,9141.330078
16-09-1997,882.100019,4976.399902,2651.800049,2588.699951,1368.319946,2978.399902,3995.699951,654.369995,947.289978,6898.100098,1187.22,5550.399902,786.679993,526.737,2473.76,2388.899902,5074.899902,11524,1920.599976,820.840027,284.920013,9243.709961
17-09-1997,898.109999,5013.100098,2679.300049,2616,1377.339966,2977.199951,3970.399902,655.75,950.51001,6970.299805,1167.56,5629,787.840027,524.271973,2500.16,2389.399902,5118.100098,11714,1910.199951,812.320007,283.01001,9220.990234
18-09-1997,902.769996,5046.200195,2696.300049,2634.5,1388.439941,3017.5,4004,647,955.429993,6982.700195,1172.37,5611,760.5,531.078979,2506.79,2414.300049,5278.700195,11650,1896.099976,807.789978,280.420013,9073.769531
19-09-1997,899.090057,5023.799805,2730.399902,2671,1408.390015,2997.199951,3983.100098,638.26001,951.929993,7015.100098,1184.52,5705.100098,781.200012,535.601013,2511.17,2405.699951,5258.5,11712,1894.699951,809.210022,280.420013,8994.019531
22-09-1997,910.44004,5075.700195,2764.899902,2705.699951,1416.23999,3023.699951,4096.899902,625.070007,944.47998,7014.200195,1103.97,5730.399902,779.409973,539.482971,2558.1,2389.699951,5210.600098,11516,1908.199951,817.309998,282.070007,8791.80957
23-09-1997,909.14,5027.5,2776.899902,2718.199951,1420.209961,3005.399902,4091.800049,647.109985,937.909973,7011.799805,1041.97,5732.5,789.330017,553.645996,2546.6,2390.300049,5228.700195,11482,1916.099976,818.190002,285.720001,8719
24-09-1997,905.16005,5077.200195,2768.899902,2708.300049,1419.170044,2985.600098,4151,644.919983,945.219971,6975.700195,1110.01,5667.100098,799.809998,559.219971,2561.21,2416.699951,5250,11385,1900.5,825.909973,284.660004,8708.830078
25-09-1997,904.510064,5065.5,2779.199951,2717.300049,1413.329956,2989,4104.899902,636.650024,953.340027,6975.899902,1117.01,5716.600098,809.070007,549.919983,2556.23,2417.399902,5269.700195,11534,1921.099976,825.710022,285.040009,8695.019531
26-09-1997,904.510064,5226.299805,2775.600098,2714.899902,1413.829956,3008.300049,4135.100098,644.210022,947.280029,7012.5,1109.63,5691.799805,814.570007,546.237976,2555.21,2437.600098,5321.5,11614,1922.900024,822.469971,285.040009,8504.660156
29-09-1997,904.950024,5220.299805,2774.600098,2713,1423.77002,3054.899902,4116.5,630.030029,955.409973,7040.200195,1084.07,5673.600098,795.830017,546.687988,2551.87,2470.600098,5354.399902,11797,1934.800049,832.340027,292.440002,8537.179688
30-09-1997,919.999988,5244.200195,2766.899902,2703.100098,1439.47998,3052.100098,4154.899902,610.440002,960.460022,7044.600098,1097.38,5754.700195,791.580017,536.986023,2581.36,2472.899902,5325.5,12173,1954.699951,834.630005,295.589996,8392.589844
01-10-1997,943.850024,5317.100098,2779.199951,2716.699951,1458.800049,3094,4263,609.359985,965.030029,7055.5,1084.07,5825,797.289978,536.924011,2608.01,2507.100098,5314.200195,12397,1941.699951,834.090027,295.589996,8221.349609
02-10-1997,940.26,5296.100098,2778.100098,2717.600098,1464.939941,3078,4266.200195,609.840027,972.690002,7091.899902,1084.07,5929,794.150024,515.47699,2609.64,2515.300049,5316,12541,1927.599976,837.599976,295.589996,8255.820312
03-10-1997,963.320032,5330.799805,2763.100098,2701.100098,1457.819946,3064.399902,4326.399902,613,983.119995,7168.399902,1097.38,5897.399902,803.450012,512.893005,2641.68,2512.899902,5360.700195,12688,1902,842.929993,295.589996,8461.870117
06-10-1997,961.810032,5300,2769.699951,2707.899902,1440.640015,3024.100098,4311.100098,620.679993,973.840027,7209.899902,1098.9,5846.899902,836.599976,513.948975,2635.67,2502,5300.799805,12481,1880.599976,830.51001,301.869995,8463.160156
07-10-1997,950.610019,5305.600098,2754.300049,2692.800049,1434.790039,2960.699951,4267.399902,604.73999,970.619995,7193.5,1102.57,5822.299805,824.940002,518.940002,2628.43,2465.899902,5257.299805,12433,1880.300049,834.039978,301.690002,8429.349609
08-10-1997,945.090009,5262.100098,2768.399902,2706.699951,1411.52002,2955.100098,4179.899902,579.25,966.97998,7132.5,1134.87,5732.200195,834.01001,521.112,2625.44,2428.800049,5267.299805,12684,1882,825.23999,305.890015,8262.400391
09-10-1997,916.140016,5217.799805,2722.199951,2660.699951,1406.680054,3002.899902,4164.600098,585.48999,968.099976,7110.399902,1122.47,5699.5,831.52002,534.752014,2550.22,2454.199951,5252.100098,12737,1861.5,821.190002,302.799988,7997.810059
10-10-1997,907.789991,5227.299805,2694.5,2631.800049,1412.849976,3002.5,4225.299805,565.640015,970.280029,7110.399902,1130.79,5792.799805,822.590027,534.825989,2534.48,2458,5324,12698,1901.199951,826.929993,302.799988,7832.149902
13-10-1997,938.220057,5300.100098,2663.300049,2599.699951,1431.630005,2992.199951,4215.200195,566.849976,965.719971,7168.799805,1119.82,5836.299805,801.52002,528.919006,2582.03,2422.399902,5345.200195,12895,1877.699951,832.940002,304.25,7316.779785
14-10-1997,935.090034,5298.899902,2662,2598.699951,1433.780029,2992.899902,4168.600098,601.320007,955.25,7128.899902,1117.93,5815.899902,802.02002,518.914978,2584.02,2430.100098,5341.799805,12830,1878.300049,829.27002,306.600006,7734.049805
15-10-1997,923.630027,5263.700195,2653.699951,2590.899902,1423.420044,2958,4149.899902,604.059998,944.159973,7092.100098,1125.78,5806.799805,794.799988,517.091003,2567.53,2389.5,5275.600098,12578,1855,821.599976,306.600006,7692.470215
16-10-1997,912.010028,5287.899902,2653,2589.100098,1406.680054,2946.699951,4049.199951,570.909973,955.609985,7036.5,1150.31,5751.600098,767.969971,520.684998,2544.6,2381.300049,5312.600098,12488,1804.199951,843.400024,306.600006,7825.009766
17-10-1997,904.590026,5271.100098,2645.899902,2582.800049,1408.900024,2989.899902,4069.300049,530.469971,972.280029,7075.399902,1176.49,5777.200195,760.299988,514.171021,2508.15,2401,5369.5,12704,1827.400024,857.619995,306.600006,7719.040039
20-10-1997,907.370005,5211,2639.399902,2578.399902,1425.27002,2958.100098,4172.5,495.279999,968.48999,7137.299805,1187.37,5862.899902,731.169983,514.968018,2502.42,2391.899902,5299.200195,13016,1794.900024,862.590027,310.359985,7662.529785
21-10-1997,922.520039,5225.899902,2650.699951,2589.5,1418.02002,2856.899902,4124.899902,506.640015,950.690002,7163.799805,1191.87,5803.200195,706.450012,505.233002,2546.57,2328.399902,5058.700195,12956,1771.199951,820.460022,310.160004,7210.009766
22-10-1997,915.470055,5148.799805,2682.899902,2621.899902,1374.089966,2849,3976.399902,485.079987,941.640015,7073.799805,1177.52,5651.799805,692.390015,494.136993,2537.55,2305.100098,4920.100098,11899,1731.699951,786.210022,310.160004,7089.560059
23-10-1997,882.400028,4991.5,2614.899902,2553.800049,1386.569946,2769.600098,3981.399902,470.790009,876.98999,7033.5,1173.36,5689.5,693.390015,490.397003,2444.06,2240.100098,4263.899902,11545,1649.900024,678.289978,310.160004,7313.399902
24-10-1997,891.350004,4970.200195,2561.300049,2502.899902,1349.890015,2651.300049,3871.399902,511.660004,921.849976,6599.200195,1178.31,5533.5,647.320007,490.119995,2450.3,2214.199951,4762.299805,9817,1617.800049,719.530029,310.160004,7646.350098
27-10-1997,861.160026,4840.700195,2477,2425.5,1237.420044,2818,3645.699951,542.130005,919.159973,6736.299805,1235.83,5279.700195,662.47998,447.996002,2371.39,2312.800049,4795,10447,1619.900024,694.599976,294.700012,7785.319824
28-10-1997,835.81001,4755.399902,2299.199951,2260.899902,1304.280029,2739.5,3806.699951,555.73999,903.679993,6845,1177.92,5479,664.690002,472.050995,2241.21,2289.199951,4629.5,9818,1497,631.25,265.640015,7864.220215
29-10-1997,879.400002,4871.799805,2443,2394.100098,1268.099976,2739.300049,3748.899902,553.869995,914.619995,6783.700195,1184.09,5370.899902,716.719971,502.871002,2370.94,2336.800049,4647.799805,8855,1541.400024,660.23999,286.880005,8076.77002
30-10-1997,855.420036,4801.899902,2436.100098,2389.100098,1307.02002,2788,3753.699951,515.630005,938.98999,6842.399902,1174.85,5467.200195,725.940002,500.417999,2330.44,2384.899902,4849.700195,8986,1586.099976,686.659973,279.019989,7860.089844
31-10-1997,859.569997,4842.299805,2464.800049,2415,1342.969971,2774.899902,3847.699951,525.320007,940.76001,6945.799805,1180.39,5581.600098,733.76001,501.713989,2331.25,2360.600098,4853.5,9858,1704,706.090027,279.019989,7767.140137
03-11-1997,882.770046,4906.399902,2503.800049,2454.399902,1309.27002,2822.399902,3784.800049,522.109985,942.76001,6927.100098,1180.85,5538.200195,731.039978,494.848999,2392.17,2369.699951,4823.700195,10254,1713.800049,681.119995,290.480011,7712.160156
04-11-1997,868.950046,4897.399902,2551.600098,2500.300049,1317.089966,2781.800049,3841.399902,517.48999,938.030029,6976.600098,1184.7,5601.600098,707.450012,490.848999,2368.23,2332.5,4780.200195,9988,1700,686.109985,288.450012,7554.939941
05-11-1997,878.540056,4908.299805,2545.800049,2497.100098,1308.859985,2707.100098,3813.899902,519.469971,927.51001,6961.5,1194.04,5557.399902,689.52002,478.917999,2386.78,2267.100098,4664.5,9435,1690.5,651.179993,289.450012,7482.919922
06-11-1997,870.080008,4863.799805,2571,2526.199951,1272.130005,2694.5,3715.399902,520.01001,921.130005,6851.700195,1181.12,5438.600098,692.48999,466.115997,2362.16,2280.800049,4545.5,8833,1671.300049,614.119995,287.559998,7690.540039
07-11-1997,849.170009,4764.399902,2513.399902,2464.5,1273.599976,2700.699951,3728.399902,496.980011,923.780029,6819,1195.14,5459.700195,684.48999,462.691986,2300.25,2282,4527.100098,9006,1663.699951,605.969971,287.559998,7644.970215
10-11-1997,857.039992,4806.799805,2521.600098,2474.300049,1258.630005,2698.899902,3734.800049,494.660004,905.960022,6786.5,1185.78,5483.899902,677.580017,448.154999,2319.53,2304.399902,4334.799805,8711,1684.099976,576.320007,279.350006,7705.399902
11-11-1997,855.740019,4793.700195,2524,2476.300049,1233.98999,2773,3697.5,502.589996,916.659973,6648.200195,1186.63,5434,677.469971,449.640015,2309.75,2316.399902,4448.799805,7822,1685.800049,593.26001,279.429993,7693.290039
12-11-1997,844.520033,4720.399902,2510.899902,2463.5,1232.219971,2782.600098,3701.899902,488.410004,928.349976,6702.799805,1174.19,5418.200195,667.289978,437.946991,2281.01,2368,4532.700195,8072,1690.699951,606.27002,271.709991,7773.350098
13-11-1997,846.940014,4711,2504,2459.300049,1251.430054,2790.600098,3676.699951,506.070007,946.200012,6726.200195,1185.02,5437,622.090027,436.842987,2303.29,2378.699951,4588.100098,8732,1700.300049,609.780029,270.980011,7756.25
14-11-1997,852.050058,4741.799805,2479.100098,2433.399902,1262.130005,2821.199951,3816.699951,450.640015,938.22998,6798.600098,1197.83,5565,603.48999,439.537994,2313.77,2372.699951,4595.899902,9083,1698.699951,598.5,270.980011,7759.970215
17-11-1997,877.030056,4867,2487.699951,2441.300049,1272.560059,2861.699951,3844.100098,439.589996,944.590027,6752.200195,1191.33,5574.200195,536.619995,434.209015,2369.83,2395.600098,4679.200195,9028,1689,620.880005,278.690002,7698.240234
18-11-1997,880.010041,4845.399902,2468.300049,2422.699951,1265.890015,2802.5,3876.899902,438.700012,958.97998,6719.299805,1183.35,5571.700195,560.090027,415.653992,2382.46,2419.399902,4832.200195,9332,1681,630.280029,276.299988,7762.149902
19-11-1997,870.720041,4830.100098,2442.300049,2396,1276.109985,2786.300049,3931.800049,433.100006,963.090027,6763.899902,1181.63,5650.399902,570.570007,396.130005,2369.87,2357.399902,4720.899902,9189,1641,649.900024,274.850006,7797.189941
20-11-1997,884.900039,4908.399902,2435.699951,2389.100098,1291.02002,2811.699951,3941.899902,411.910004,946.669983,6773.899902,1172.43,5725.5,541.570007,391.257996,2418.67,2367.399902,4787.100098,9422,1642.400024,622.140015,279.75,7400.640137
21-11-1997,898.610015,4985.799805,2482.699951,2437.199951,1259.800049,2829,3832.100098,393.160004,950.820007,6724.600098,1158.56,5645.700195,526.119995,410.205994,2448.63,2386.399902,4897,9070,1681.900024,633.25,279.75,7679.529785
24-11-1997,875.46,4898.600098,2482.100098,2436.199951,1260.23999,2854.399902,3850.100098,376.869995,951.640015,6630.5,1124.94,5666.299805,550.23999,395.678986,2385.77,2395.100098,4957.100098,9151,1646.400024,648.530029,279.920013,7902.509766
25-11-1997,871.219989,4863.5,2454.399902,2411.800049,1256.060059,2918.5,3926.899902,379.309998,955.400024,6505.399902,1125.53,5738.299805,545.440002,398.539001,2386.28,2392.800049,4974.600098,9373,1653.599976,659.039978,281,8050.129883
26-11-1997,882.349993,4891.200195,2463.100098,2421.5,1254.560059,2913.100098,3962,405.809998,974.77002,6450,1143.82,5772.399902,528.450012,401.708008,2412.67,2454.399902,5118.200195,9619,1660.599976,655.599976,282.329987,8166.870117
27-11-1997,886.310035,4889,2462.300049,2422,1236.72998,2902.399902,3972.100098,434.119995,971.679993,6512.799805,1122.52,5775.899902,536.950012,398.615997,2423.99,2462.699951,5126.700195,9395,1694.199951,680.289978,285.820007,8402.169922
28-11-1997,881.720047,4831.799805,2465.100098,2424.100098,1262.27002,2914.5,4125.899902,414.829987,976.77002,6623.899902,1139.63,5875.100098,548.059998,394.28299,2423.74,2472.699951,5127.899902,9648,1697.300049,688.900024,285.820007,8333.490234
01-12-1997,910.089995,4921.799805,2513.399902,2472,1276.099976,2910.100098,4096.399902,388,973.099976,6667.5,1133.09,5919.899902,575.890015,389.682007,2482.43,2484.199951,5131.100098,9964,1696.300049,705.359985,288.209991,8503.549805
02-12-1997,913.699993,4977.600098,2524.800049,2480.699951,1285.02002,2932.5,4074.600098,399.850006,983.789978,6681.200195,1130.17,5922.700195,607.400024,401.925995,2489.56,2503.699951,5110.200195,9992,1700.199951,712.580017,288.850006,8270.580078
03-12-1997,909.470003,4970.700195,2562.399902,2515.600098,1304.859985,2959.399902,4159.700195,377.369995,982.369995,6662.299805,1122.55,5969.5,676.469971,414.778015,2475.79,2511.699951,5110.399902,10046,1713.800049,723.77002,288.850006,8398.269531
